"Year","GHG_gas","Region","Country","Units","Calculated_total","Value","diff"
2009,"CH4","Non-annex","Burundi","Gg",0,NA,NA
2009,"CH4","Non-annex","Cabo Verde","Gg",0,NA,NA
2009,"CH4","Non-annex","Cambodia","Gg",0,NA,NA
2009,"CH4","Non-annex","Cameroon","Gg",0,NA,NA
2009,"CH4","Non-annex","Central African Republic","Gg",0,NA,NA
2009,"CH4","Non-annex","Chad","Gg",0,NA,NA
2009,"CH4","Non-annex","Chile","Gg",0,NA,NA
2009,"CH4","Non-annex","China","Gg",0,NA,NA
2009,"CH4","Non-annex","Colombia","Gg",0,NA,NA
2009,"CH4","Non-annex","Comoros","Gg",0,NA,NA
2009,"CH4","Non-annex","Congo","Gg",0,NA,NA
2009,"CH4","Non-annex","Cook Islands","Gg",0,NA,NA
2009,"CH4","Non-annex","Costa Rica","Gg",0,NA,NA
2009,"CH4","Non-annex","Cote d'Ivoire","Gg",0,NA,NA
2009,"CH4","Non-annex","Cuba","Gg",0,NA,NA
2009,"CH4","Non-annex","Democratic People's Republic of Korea","Gg",0,NA,NA
2009,"CH4","Non-annex","Democratic Republic of the Congo","Gg",0,NA,NA
2009,"CH4","Non-annex","Djibouti","Gg",0,NA,NA
2009,"CH4","Non-annex","Dominica","Gg",0,NA,NA
2009,"CH4","Non-annex","Dominican Republic","Gg",0,NA,NA
2009,"CH4","Non-annex","Ecuador","Gg",0,NA,NA
2009,"CH4","Non-annex","Egypt","Gg",0,NA,NA
2009,"CH4","Non-annex","El Salvador","Gg",0,NA,NA
2009,"CH4","Non-annex","Equatorial Guinea","Gg",0,NA,NA
2009,"CH4","Non-annex","Eritrea","Gg",0,NA,NA
2009,"CH4","Non-annex","Ethiopia","Gg",0,NA,NA
2009,"CH4","Non-annex","Fiji","Gg",0,NA,NA
2009,"CH4","Non-annex","Gabon","Gg",0,NA,NA
2009,"CH4","Non-annex","Gambia","Gg",0,NA,NA
2009,"CH4","Non-annex","Georgia","Gg",0,NA,NA
2009,"CH4","Non-annex","Ghana","Gg",0,NA,NA
2009,"CH4","Non-annex","Grenada","Gg",0,NA,NA
2009,"CH4","Non-annex","Guatemala","Gg",0,NA,NA
2009,"CH4","Non-annex","Guinea","Gg",0,NA,NA
2009,"CH4","Non-annex","Guinea-Bissau","Gg",0,NA,NA
2009,"CH4","Non-annex","Guyana","Gg",0,NA,NA
2009,"CH4","Non-annex","Haiti","Gg",0,NA,NA
2009,"CH4","Non-annex","Honduras","Gg",0,NA,NA
2009,"CH4","Non-annex","India","Gg",0,NA,NA
2009,"CH4","Non-annex","Indonesia","Gg",0,NA,NA
2009,"CH4","Non-annex","Iran (Islamic Republic of)","Gg",0,NA,NA
2009,"CH4","Non-annex","Iraq","Gg",0,NA,NA
2009,"CH4","Non-annex","Israel","Gg",327.83,327.84,-0.01
2009,"CH4","Non-annex","Jamaica","Gg",0,NA,NA
2009,"CH4","Non-annex","Jordan","Gg",0,NA,NA
2009,"CH4","Non-annex","Kazakhstan","Gg",2101.27,2098.77,2.5
2009,"CH4","Non-annex","Kenya","Gg",0,NA,NA
2009,"CH4","Non-annex","Kiribati","Gg",0,NA,NA
2009,"CH4","Non-annex","Kuwait","Gg",0,NA,NA
2009,"CH4","Non-annex","Kyrgyzstan","Gg",0,NA,NA
2009,"CH4","Non-annex","Lao People's Democratic Republic","Gg",0,NA,NA
2009,"CH4","Non-annex","Lebanon","Gg",0,NA,NA
2009,"CH4","Non-annex","Lesotho","Gg",0,NA,NA
2009,"CH4","Non-annex","Liberia","Gg",0,NA,NA
2009,"CH4","Non-annex","Libya","Gg",0,NA,NA
2009,"CH4","Non-annex","Madagascar","Gg",0,NA,NA
2009,"CH4","Non-annex","Malawi","Gg",0,NA,NA
2009,"CH4","Non-annex","Malaysia","Gg",0,NA,NA
2009,"CH4","Non-annex","Maldives","Gg",0,NA,NA
2009,"CH4","Non-annex","Mali","Gg",0,NA,NA
2009,"CH4","Non-annex","Marshall Islands","Gg",0,NA,NA
2009,"CH4","Non-annex","Mauritania","Gg",0,NA,NA
2009,"CH4","Non-annex","Mauritius","Gg",0,NA,NA
2009,"CH4","Non-annex","Mexico","Gg",0,NA,NA
2009,"CH4","Non-annex","Micronesia (Federated States of)","Gg",0,NA,NA
2009,"CH4","Non-annex","Mongolia","Gg",0,NA,NA
2009,"CH4","Non-annex","Montenegro","Gg",0,NA,NA
2009,"CH4","Non-annex","Morocco","Gg",0,NA,NA
2009,"CH4","Non-annex","Mozambique","Gg",0,NA,NA
2009,"CH4","Non-annex","Myanmar","Gg",0,NA,NA
2009,"CH4","Non-annex","Namibia","Gg",0,NA,NA
2009,"CH4","Non-annex","Nauru","Gg",0,NA,NA
2009,"CH4","Non-annex","Nepal","Gg",0,NA,NA
2009,"CH4","Non-annex","Nicaragua","Gg",0,NA,NA
2009,"CH4","Non-annex","Niger","Gg",0,NA,NA
2009,"CH4","Non-annex","Nigeria","Gg",0,NA,NA
2009,"CH4","Non-annex","Niue","Gg",0,NA,NA
2009,"CH4","Non-annex","Oman","Gg",0,NA,NA
2009,"CH4","Non-annex","Pakistan","Gg",0,NA,NA
2009,"CH4","Non-annex","Palau","Gg",0,NA,NA
2009,"CH4","Non-annex","Panama","Gg",0,NA,NA
2009,"CH4","Non-annex","Papua New Guinea","Gg",0,NA,NA
2009,"CH4","Non-annex","Paraguay","Gg",0,NA,NA
2009,"CH4","Non-annex","Peru","Gg",0,NA,NA
2009,"CH4","Non-annex","Philippines","Gg",0,NA,NA
2009,"CH4","Non-annex","Qatar","Gg",0,NA,NA
2009,"CH4","Non-annex","Republic of Korea","Gg",0,NA,NA
2009,"CH4","Non-annex","Republic of Moldova","Gg",127.73,127.74,-0.01
2009,"CH4","Non-annex","Rwanda","Gg",0,NA,NA
2009,"CH4","Non-annex","Saint Kitts and Nevis","Gg",0,NA,NA
2009,"CH4","Non-annex","Saint Lucia","Gg",0,NA,NA
2009,"CH4","Non-annex","Saint Vincent and the Grenadines","Gg",0,NA,NA
2009,"CH4","Non-annex","Samoa","Gg",0,NA,NA
2009,"CH4","Non-annex","San Marino","Gg",0,NA,NA
2009,"CH4","Non-annex","Sao Tome and Principe","Gg",0,NA,NA
2009,"CH4","Non-annex","Saudi Arabia","Gg",0,NA,NA
2009,"CH4","Non-annex","Senegal","Gg",0,NA,NA
2009,"CH4","Non-annex","Serbia","Gg",0,NA,NA
2009,"CH4","Non-annex","Seychelles","Gg",0,NA,NA
2009,"CH4","Non-annex","Sierra Leone","Gg",0,NA,NA
2009,"CH4","Non-annex","Singapore","Gg",0,NA,NA
2009,"CH4","Non-annex","Solomon Islands","Gg",0,NA,NA
2009,"CH4","Non-annex","Somalia","Gg",0,NA,NA
2009,"CH4","Non-annex","South Africa","Gg",0,NA,NA
2009,"CH4","Non-annex","South Sudan","Gg",0,NA,NA
2009,"CH4","Non-annex","Sri Lanka","Gg",0,NA,NA
2009,"CH4","Non-annex","Sudan","Gg",0,NA,NA
2009,"CH4","Non-annex","Suriname","Gg",0,NA,NA
2009,"CH4","Non-annex","Swaziland","Gg",0,NA,NA
2009,"CH4","Non-annex","Syrian Arab Republic","Gg",0,NA,NA
2009,"CH4","Non-annex","Tajikistan","Gg",0,NA,NA
2009,"CH4","Non-annex","Thailand","Gg",0,NA,NA
2009,"CH4","Non-annex","The former Yugoslav Republic of Macedonia","Gg",78.85,78.85,0
2009,"CH4","Non-annex","Timor-Leste","Gg",0,NA,NA
2009,"CH4","Non-annex","Togo","Gg",0,NA,NA
2009,"CH4","Non-annex","Tonga","Gg",0,NA,NA
2009,"CH4","Non-annex","Trinidad and Tobago","Gg",0,NA,NA
2009,"CH4","Non-annex","Tunisia","Gg",0,NA,NA
2009,"CH4","Non-annex","Turkmenistan","Gg",0,NA,NA
2009,"CH4","Non-annex","Tuvalu","Gg",0,NA,NA
2009,"CH4","Non-annex","Uganda","Gg",0,NA,NA
2009,"CH4","Non-annex","United Arab Emirates","Gg",0,NA,NA
2009,"CH4","Non-annex","United Republic of Tanzania","Gg",0,NA,NA
2009,"CH4","Non-annex","Uruguay","Gg",0,NA,NA
2009,"CH4","Non-annex","Uzbekistan","Gg",0,NA,NA
2009,"CH4","Non-annex","Vanuatu","Gg",0,NA,NA
2009,"CH4","Non-annex","Venezuela (Bolivarian Republic of)","Gg",0,NA,NA
2009,"CH4","Non-annex","Viet Nam","Gg",0,NA,NA
2009,"CH4","Non-annex","Yemen","Gg",0,NA,NA
2009,"CH4","Non-annex","Zambia","Gg",0,NA,NA
2009,"CH4","Non-annex","Zimbabwe","Gg",0,NA,NA
2009,"HFCs","Non-annex","Afghanistan","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Albania","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Algeria","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Andorra","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Angola","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Antigua and Barbuda","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Argentina","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Armenia","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Azerbaijan","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Bahamas","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Bahrain","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Bangladesh","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Barbados","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Belize","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Benin","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Bhutan","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Bolivia (Plurinational State of)","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Bosnia and Herzegovina","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Botswana","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Brazil","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Brunei Darussalam","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Burkina Faso","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Burundi","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Cabo Verde","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Cambodia","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Cameroon","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Central African Republic","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Chad","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Chile","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","China","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Colombia","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Comoros","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Congo","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Cook Islands","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Costa Rica","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Cote d'Ivoire","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Cuba","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Democratic People's Republic of Korea","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Democratic Republic of the Congo","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Djibouti","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Dominica","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Dominican Republic","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Ecuador","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Egypt","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","El Salvador","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Equatorial Guinea","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Eritrea","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Ethiopia","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Fiji","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Gabon","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Gambia","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Georgia","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Ghana","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Grenada","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Guatemala","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Guinea","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Guinea-Bissau","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Guyana","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Haiti","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Honduras","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","India","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Indonesia","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Iran (Islamic Republic of)","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Iraq","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Israel","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Jamaica","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Jordan","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Kazakhstan","Gg CO2 equivalent",0,1119.59,-1119.59
2009,"HFCs","Non-annex","Kenya","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Kiribati","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Kuwait","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Kyrgyzstan","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Lao People's Democratic Republic","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Lebanon","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Lesotho","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Liberia","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Libya","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Madagascar","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Malawi","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Malaysia","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Maldives","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Mali","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Marshall Islands","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Mauritania","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Mauritius","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Mexico","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Micronesia (Federated States of)","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Mongolia","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Montenegro","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Morocco","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Mozambique","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Myanmar","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Namibia","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Nauru","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Nepal","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Nicaragua","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Niger","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Nigeria","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Niue","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Oman","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Pakistan","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Palau","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Panama","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Papua New Guinea","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Paraguay","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Peru","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Philippines","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Qatar","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Republic of Korea","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Republic of Moldova","Gg CO2 equivalent",0,87.12,-87.12
2009,"HFCs","Non-annex","Rwanda","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Saint Kitts and Nevis","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Saint Lucia","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Saint Vincent and the Grenadines","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Samoa","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","San Marino","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Sao Tome and Principe","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Saudi Arabia","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Senegal","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Serbia","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Seychelles","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Sierra Leone","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Singapore","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Solomon Islands","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Somalia","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","South Africa","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","South Sudan","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Sri Lanka","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Sudan","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Suriname","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Swaziland","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Syrian Arab Republic","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Tajikistan","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Thailand","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","The former Yugoslav Republic of Macedonia","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Timor-Leste","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Togo","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Tonga","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Trinidad and Tobago","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Tunisia","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Turkmenistan","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Tuvalu","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Uganda","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","United Arab Emirates","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","United Republic of Tanzania","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Uruguay","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Uzbekistan","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Vanuatu","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Venezuela (Bolivarian Republic of)","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Viet Nam","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Yemen","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Zambia","Gg CO2 equivalent",0,NA,NA
2009,"HFCs","Non-annex","Zimbabwe","Gg CO2 equivalent",0,NA,NA
2009,"N2O","Non-annex","Afghanistan","Gg",0,NA,NA
2009,"N2O","Non-annex","Albania","Gg",0,NA,NA
2009,"N2O","Non-annex","Algeria","Gg",0,NA,NA
2009,"N2O","Non-annex","Andorra","Gg",0,NA,NA
2009,"N2O","Non-annex","Angola","Gg",0,NA,NA
2009,"N2O","Non-annex","Antigua and Barbuda","Gg",0,NA,NA
2009,"N2O","Non-annex","Argentina","Gg",0,NA,NA
2009,"N2O","Non-annex","Armenia","Gg",0,NA,NA
2009,"N2O","Non-annex","Azerbaijan","Gg",0,NA,NA
2009,"N2O","Non-annex","Bahamas","Gg",0,NA,NA
2009,"N2O","Non-annex","Bahrain","Gg",0,NA,NA
2009,"N2O","Non-annex","Bangladesh","Gg",0,NA,NA
2009,"N2O","Non-annex","Barbados","Gg",0,NA,NA
2009,"N2O","Non-annex","Belize","Gg",0,NA,NA
2009,"N2O","Non-annex","Benin","Gg",0,NA,NA
2009,"N2O","Non-annex","Bhutan","Gg",0,NA,NA
2009,"N2O","Non-annex","Bolivia (Plurinational State of)","Gg",0,NA,NA
2009,"N2O","Non-annex","Bosnia and Herzegovina","Gg",0,NA,NA
2009,"N2O","Non-annex","Botswana","Gg",0,NA,NA
2009,"N2O","Non-annex","Brazil","Gg",0,NA,NA
2009,"N2O","Non-annex","Brunei Darussalam","Gg",0,NA,NA
2009,"N2O","Non-annex","Burkina Faso","Gg",0,NA,NA
2009,"N2O","Non-annex","Burundi","Gg",0,NA,NA
2009,"N2O","Non-annex","Cabo Verde","Gg",0,NA,NA
2009,"N2O","Non-annex","Cambodia","Gg",0,NA,NA
2009,"N2O","Non-annex","Cameroon","Gg",0,NA,NA
2009,"N2O","Non-annex","Central African Republic","Gg",0,NA,NA
2009,"N2O","Non-annex","Chad","Gg",0,NA,NA
2009,"N2O","Non-annex","Chile","Gg",0,NA,NA
2009,"N2O","Non-annex","China","Gg",0,NA,NA
2009,"N2O","Non-annex","Colombia","Gg",0,NA,NA
2009,"N2O","Non-annex","Comoros","Gg",0,NA,NA
2009,"N2O","Non-annex","Congo","Gg",0,NA,NA
2009,"N2O","Non-annex","Cook Islands","Gg",0,NA,NA
2009,"N2O","Non-annex","Costa Rica","Gg",0,NA,NA
2009,"N2O","Non-annex","Cote d'Ivoire","Gg",0,NA,NA
2009,"N2O","Non-annex","Cuba","Gg",0,NA,NA
2009,"N2O","Non-annex","Democratic People's Republic of Korea","Gg",0,NA,NA
2009,"N2O","Non-annex","Democratic Republic of the Congo","Gg",0,NA,NA
2009,"N2O","Non-annex","Djibouti","Gg",0,NA,NA
2009,"N2O","Non-annex","Dominica","Gg",0,NA,NA
2009,"N2O","Non-annex","Dominican Republic","Gg",0,NA,NA
2009,"N2O","Non-annex","Ecuador","Gg",0,NA,NA
2009,"N2O","Non-annex","Egypt","Gg",0,NA,NA
2009,"N2O","Non-annex","El Salvador","Gg",0,NA,NA
2009,"N2O","Non-annex","Equatorial Guinea","Gg",0,NA,NA
2009,"N2O","Non-annex","Eritrea","Gg",0,NA,NA
2009,"N2O","Non-annex","Ethiopia","Gg",0,NA,NA
2009,"N2O","Non-annex","Fiji","Gg",0,NA,NA
2009,"N2O","Non-annex","Gabon","Gg",0,NA,NA
2009,"N2O","Non-annex","Gambia","Gg",0,NA,NA
2009,"N2O","Non-annex","Georgia","Gg",0,NA,NA
2009,"N2O","Non-annex","Ghana","Gg",0,NA,NA
2009,"N2O","Non-annex","Grenada","Gg",0,NA,NA
2009,"N2O","Non-annex","Guatemala","Gg",0,NA,NA
2009,"N2O","Non-annex","Guinea","Gg",0,NA,NA
2009,"N2O","Non-annex","Guinea-Bissau","Gg",0,NA,NA
2009,"N2O","Non-annex","Guyana","Gg",0,NA,NA
2009,"N2O","Non-annex","Haiti","Gg",0,NA,NA
2009,"N2O","Non-annex","Honduras","Gg",0,NA,NA
2009,"N2O","Non-annex","India","Gg",0,NA,NA
2009,"N2O","Non-annex","Indonesia","Gg",0,NA,NA
2009,"N2O","Non-annex","Iran (Islamic Republic of)","Gg",0,NA,NA
2009,"N2O","Non-annex","Iraq","Gg",0,NA,NA
2009,"N2O","Non-annex","Israel","Gg",8.28,8.28,0
2009,"N2O","Non-annex","Jamaica","Gg",0,NA,NA
2009,"N2O","Non-annex","Jordan","Gg",0,NA,NA
2009,"N2O","Non-annex","Kazakhstan","Gg",30.74,30.72,0.02
2009,"N2O","Non-annex","Kenya","Gg",0,NA,NA
2009,"N2O","Non-annex","Kiribati","Gg",0,NA,NA
2009,"N2O","Non-annex","Kuwait","Gg",0,NA,NA
2009,"N2O","Non-annex","Kyrgyzstan","Gg",0,NA,NA
2009,"N2O","Non-annex","Lao People's Democratic Republic","Gg",0,NA,NA
2009,"N2O","Non-annex","Lebanon","Gg",0,NA,NA
2009,"N2O","Non-annex","Lesotho","Gg",0,NA,NA
2009,"N2O","Non-annex","Liberia","Gg",0,NA,NA
2009,"N2O","Non-annex","Libya","Gg",0,NA,NA
2009,"N2O","Non-annex","Madagascar","Gg",0,NA,NA
2009,"N2O","Non-annex","Malawi","Gg",0,NA,NA
2009,"N2O","Non-annex","Malaysia","Gg",0,NA,NA
2009,"N2O","Non-annex","Maldives","Gg",0,NA,NA
2009,"N2O","Non-annex","Mali","Gg",0,NA,NA
2009,"N2O","Non-annex","Marshall Islands","Gg",0,NA,NA
2009,"N2O","Non-annex","Mauritania","Gg",0,NA,NA
2009,"N2O","Non-annex","Mauritius","Gg",0,NA,NA
2009,"N2O","Non-annex","Mexico","Gg",0,NA,NA
2009,"N2O","Non-annex","Micronesia (Federated States of)","Gg",0,NA,NA
2009,"N2O","Non-annex","Mongolia","Gg",0,NA,NA
2009,"N2O","Non-annex","Montenegro","Gg",0,NA,NA
2009,"N2O","Non-annex","Morocco","Gg",0,NA,NA
2009,"N2O","Non-annex","Mozambique","Gg",0,NA,NA
2009,"N2O","Non-annex","Myanmar","Gg",0,NA,NA
2009,"N2O","Non-annex","Namibia","Gg",0,NA,NA
2009,"N2O","Non-annex","Nauru","Gg",0,NA,NA
2009,"N2O","Non-annex","Nepal","Gg",0,NA,NA
2009,"N2O","Non-annex","Nicaragua","Gg",0,NA,NA
2009,"N2O","Non-annex","Niger","Gg",0,NA,NA
2009,"N2O","Non-annex","Nigeria","Gg",0,NA,NA
2009,"N2O","Non-annex","Niue","Gg",0,NA,NA
2009,"N2O","Non-annex","Oman","Gg",0,NA,NA
2009,"N2O","Non-annex","Pakistan","Gg",0,NA,NA
